name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
Iberians,$201-400,10539,247,5,Spanish,Tsim Sha Tsui,275,0,,,,,,,,,,,
The Butterfly Room,$201-400,14193,191,16,Western,Tsim Sha Tsui,281,0,1,42,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Apple Pay,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge","3-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Whatever Bar & Restaurant,$101-200,8378,280,3,Western,Tsim Sha Tsui,338,0,1,58,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,Apple Pay,Payme","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Outdoor Seating,TV Broadcast,Exclusive Online Booking,Spot payment","5-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Palco Ristorante,$401-800,31534,170,19,Italian,Tsim Sha Tsui,269,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,OpenRice Pay","Alcoholic Drinks,Delivery,10% Service Charge,Outdoor Seating,Spot payment","Exit L6, Tsim Sha Tsui MTR Station",4,4,3,4,3,18
How To Live Well (K11購物藝術館),$101-200,28412,145,5,Western,Tsim Sha Tsui,231,0,3,90,"Visa,Master,AlipayHK,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Reward Dining Points,10% Service Charge","1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,3,4,3,18
KABOOM,$201-400,54461,238,31,Thai,Tsim Sha Tsui,318,0,1,120,"Visa,Master,Cash","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,10% Service Charge,Sea View,Outdoor Seating","2-min walk from Exit H, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,4,4,3,18
Page Common,$51-100,27852,182,1,Western,Tsim Sha Tsui,279,0,1,40,"Visa,Master,Cash,Octopus,JCB,CUP","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge","6-min walk from Exit D, Jordan MTR Station",4,4,3,4,3,18
PAN de PAIN Pancake & Sweets (K11購物藝術館),$51-100,36741,520,99,Japanese,Tsim Sha Tsui,1099,0,3,70,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Wi-Fi,Phone Reservation,10% Service Charge,Spot payment","1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,3,2,14
"TWIST & BUCKLE, Churros Specialists",$101-200,11640,185,1,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,258,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay,OpenRice Pay",0,"2-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,4,3,3,17
Hancham Korean Meathouse (Prat Avenue) 韓珍 (寶勒巷),$201-400,32979,427,29,Korean,Tsim Sha Tsui,560,0,1,150,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Delivery,10% Service Charge,Spot payment","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Ramen Bari-Uma (Kimberley Road) 霸嗎拉麵 (金巴利道),$51-100,34023,640,45,Japanese,Tsim Sha Tsui,929,0,4,31,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay","Wi-Fi,Spot payment","5-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,3,3,15
Badroom Bar & Restaurant 寢宮,$201-400,6675,368,2,Western,Tsim Sha Tsui,400,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Live Sports Broadcast,Spot payment","6-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Library Restaurant and Bar,$101-200,21751,208,9,Western,Tsim Sha Tsui,261,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Delivery,10% Service Charge,Sea View,Outdoor Seating","1-min walk from Exit A2, Tsim Sha Tsui MTR Station",4,4,4,4,3,19
YAOYAO (Gateway Arcade) 姚姚酸菜魚 (港威商場),$201-400,10148,255,21,Sichuan,Tsim Sha Tsui,337,0,2,120,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","Phone Reservation,Spot payment","7-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Gontran Cherrier (Restaurant),$51-100,21328,249,16,French,Tsim Sha Tsui,446,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Cake-cutting,Reward Dining Points,10% Service Charge,Exclusive Online Booking,Spot payment","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,3,4,3,18
Japanese Restaurant Doraya (Hau Fook Street) 定食 Doraya (厚福街),$101-200,38266,351,11,Japanese,Tsim Sha Tsui,484,0,3,42,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Alcoholic Drinks,10% Service Charge,Spot payment","4-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,3,3,3,16
Kinabaji Korean Cafe and Restaurant 奇納百川,$201-400,14768,283,66,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,458,0,,,,,,,,,,,
Hotaru 螢火,$401-800,12109,240,5,Japanese,Tsim Sha Tsui,269,0,1,0,"Visa,Master,Cash,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Parking,Phone Reservation,10% Service Charge","5-min walk from Exit P2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
B’hood,$101-200,4693,204,1,Western,Tsim Sha Tsui,212,0,,,,,,,,,,,
Tarou Izakaya 太郎居酒屋,$201-400,4778,192,0,Japanese,Tsim Sha Tsui,205,0,1,34,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,Spot payment","5-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
La Famille,$201-400,5442,252,2,Japanese,Tsim Sha Tsui,289,0,15,0,Cash,0,"5-min walk from Exit N4, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
MOKUTAN 黑木,$401-800,12716,398,5,Japanese,Tsim Sha Tsui,415,0,1,25,"Visa,Master,Cash,Apple Pay,Google Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Delivery,10% Service Charge","6-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
CARAT Fine Indian and Mediterranean Cuisine (盈豐商業大廈),$101-200,6656,239,0,Indian,Tsim Sha Tsui,257,0,2,280,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Phone Reservation,10% Service Charge,Outdoor Seating,Spot payment,Vegetarian","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Three on Canton,$401-800,67365,258,44,International,Tsim Sha Tsui,543,0,,,,,,,,,,,
Izakaya - Honotorihane 炎鳥羽,$201-400,16070,281,1,Japanese,Tsim Sha Tsui,307,0,1,34,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","3-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
NINETYs (星光行),$101-200,11314,189,7,Western,Tsim Sha Tsui,233,0,7,50,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Delivery,10% Service Charge,Spot payment,Vegetarian","Exit L6, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Hungry Bird 肚餓了串燒烤焗專門店,$101-200,36091,756,70,Hong Kong Style,Tsim Sha Tsui,924,0,1,60,"Visa,Master,AlipayHK,Alipay,Cash","Alcoholic Drinks,Phone Reservation,Delivery,10% Service Charge,Spot payment","2-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,3,3,15
Amina Modern European,Above $801,20325,429,8,Italian,Tsim Sha Tsui,465,0,1,30,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,BoC Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment","5-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Zi 梔子,$51-100,30723,262,17,Western,Tsim Sha Tsui,376,0,1,30,"Visa,Master,AlipayHK,Alipay,Cash,Octopus","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Eco-Friendly,Phone Reservation,Reward Dining Points,10% Service Charge,TV Broadcast,Spot payment","3-min walk from Exit D, Jordan MTR Station",3,4,4,4,3,18
The Alchemist Caf? (K11 Art Mall) 牧羊少年咖啡館 (K11購物藝術館),$101-200,24152,200,12,Western,Tsim Sha Tsui,368,0,9,50,"Visa,Master,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Delivery,10% Service Charge","2-min walk from Exit D3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,4,3,16
Jan Jan Kushikatsu (Soho Tower) Jan Jan 串揚專門店 (尊豪坊),$201-400,22892,211,2,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,265,0,2,40,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,Spot payment","2-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Gyushige (MW Plaza) 牛繁 (MW Plaza),$201-400,27141,391,17,Japanese,Tsim Sha Tsui,472,0,3,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay","Online Reservation,Alcoholic Drinks,Cake-cutting,Phone Reservation,10% Service Charge,Spot payment","5-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
J.S. FOODIES (海港城),$101-200,13994,155,2,International,Tsim Sha Tsui,221,0,,,,,,,,,,,
Shanghai Po Po 336 (iSQUARE) 上海婆婆336 (iSQUARE國際廣場),$101-200,18022,401,38,Shanghai,Tsim Sha Tsui,548,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay","Online Reservation,Kid-friendly,Phone Reservation,Reward Dining Points,10% Service Charge,Exclusive Online Booking,Spot payment","Exit H/ R, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,3,3,3,16
The Lobby 半島酒店大堂茶座,$201-400,13618,334,34,Western,Tsim Sha Tsui,587,0,1,210,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,WeChat Pay,Diner","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,Live Music","Exit E/ L3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,4,4,3,18
Mango Tree,$201-400,42798,280,29,Thai,Tsim Sha Tsui,517,0,1,150,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,10% Service Charge,Sea View,Spot payment","Exit C1/ D1, Kowloon MTR Station/ Exit B5, Austin  MTR Station",3,4,3,4,3,17
A Xing Fruit Tea & Rice Roll 阿杏飯團,$51-100,2929,169,2,Taiwan,Tsim Sha Tsui,188,0,5,2,"AlipayHK,Cash,WeChat Pay","Alcoholic Drinks,May Bring Your Own Wine,10% Service Charge","8-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Umai SushiKan ???鮨勘,$201-400,19718,298,29,Japanese,Tsim Sha Tsui,443,0,,,,,,,,,,,
Sushi Tachi (Cameron Plaza) 立鮨 (金馬倫廣場),$101-200,17734,310,11,Japanese,Tsim Sha Tsui,412,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay",10% Service Charge,"3-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,4,4,3,18
The Moonious 滿小館,$201-400,13775,222,6,Guangdong,Tsim Sha Tsui,262,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,WeChat Pay,OpenRice Pay","Online Reservation,Alcoholic Drinks,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Exclusive Online Booking,Spot payment","Exit P2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
The Yuu Japanese Dining 一遊,$201-400,7992,273,14,Japanese,Tsim Sha Tsui,334,0,2,98,"Visa,Master,AlipayHK,Cash,AE,UnionPay,Apple Pay","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge","5-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Tin Lung Heen 天龍軒,$401-800,23358,204,9,Guangdong,Tsim Sha Tsui,293,0,1,164,"Visa,Master,AlipayHK,Cash,AE,UnionPay,JCB,WeChat Pay,JCB、Diners","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,10% Service Charge","Exit C1/ D1, Kowloon MTR Station/ Exit B5/ D1, Austin  MTR Station",4,4,4,4,3,19
Greyhound Caf? Galleria (Victoria Dockside K11 Musea),$201-400,37195,162,24,Thai,Tsim Sha Tsui,279,0,7,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Phone Reservation,10% Service Charge,Spot payment","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,3,4,3,17
Sing La 星怡,$101-200,5318,182,3,Singaporean,Tsim Sha Tsui,207,0,,,,,,,,,,,
Da Filippo Trattoria,$201-400,16488,196,27,Italian,Tsim Sha Tsui,320,0,,,,,,,,,,,
Kailash Parbat,$101-200,11471,380,2,Indian,Tsim Sha Tsui,407,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay","Online Reservation,Wi-Fi,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment,Vegetarian","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
XIHEYAYUAN 羲和雅苑,$401-800,35331,516,81,Beijing,Tsim Sha Tsui,797,0,1,0,"Visa,Master,Cash,UnionPay","Wi-Fi,Alcoholic Drinks,Phone Reservation,10% Service Charge,Outdoor Seating","7-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,3,4,3,18
ChumChumMi ChumChum味,$201-400,15537,224,11,Korean,Tsim Sha Tsui,277,0,4,65,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,10% Service Charge,Outdoor Seating,Spot payment","1-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,3,3,3,17
Artisan De La Truffe 松藝館,$401-800,33436,224,31,French,Tsim Sha Tsui,400,0,,,,,,,,,,,
Amelia Hong Kong,$201-400,18597,257,55,Italian,Tsim Sha Tsui,406,0,,,,,,,,,,,
"Cafe, Hyatt Regency Tsim Sha Tsui",$401-800,57754,312,66,International,Tsim Sha Tsui,563,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,OpenRice Pay,Diners","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,4,4,3,18
Playa de Papagayo,$201-400,23293,413,14,Spanish,Tsim Sha Tsui,483,0,1,0,0,0,"1-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,3,3,18
Velo Italian Bar & Grill,$201-400,45559,171,24,Italian,Tsim Sha Tsui,282,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Parking,Phone Reservation,10% Service Charge,Spot payment","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
嵐橋日本料理,$201-400,9590,176,3,Japanese,Tsim Sha Tsui,186,0,1,0,"Visa,Master,AlipayHK,Cash,AE,UnionPay,WeChat Pay",Online Reservation,"1-min walk from Exit N3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Water Gate Chicken Rice (Mangan Building) 水門雞飯 (萬勤商業大廈),$51-100,14360,251,17,Thai,Tsim Sha Tsui,424,0,4,0,Cash,0,"3-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,3,3,4,17
Moti Palace Indian Restaurant 珍珠皇宮印度餐廳,$101-200,4527,219,1,Indian,Tsim Sha Tsui,247,0,,,,,,,,,,,
CHECK IN TAIPEI (Harbour City) 臺北棧 (海港城),$101-200,11099,251,8,Taiwan,Tsim Sha Tsui,297,0,2,0,"Visa,Master,AlipayHK,Cash",Phone Reservation,"5-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Poseidon Restaurant & Bar,$201-400,22091,250,13,International,Tsim Sha Tsui,304,0,1,0,"Visa,Master,AlipayHK,Cash,AE,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Phone Reservation,Outdoor Seating","2-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
BRICK LANE Gallery,$101-200,44378,396,37,British,Tsim Sha Tsui,570,0,3,80,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment","2-min walk from Exit N3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Let's Jam 一起果醬,$101-200,36655,648,31,Western,Tsim Sha Tsui,825,0,2,48,"AlipayHK,Alipay,Cash","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,Spot payment","4-min walk from Exit D, Jordan MTR Station",4,4,3,3,3,17
Beef Bang Taiwanese Hot Pot 牛品台式火鍋,$101-200,15213,301,13,Taiwan,Tsim Sha Tsui,345,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,10% Service Charge,Spot payment","2-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
The Drunken Pot (Observatory Road) 酒鍋 (天文台道),$401-800,39357,529,31,Guangdong,Tsim Sha Tsui,673,0,1,150,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Parking,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Spot payment","7-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Social Place (Silvercord Tower) 唐宮小聚 (新港中心),$101-200,32313,284,19,Guangdong,Tsim Sha Tsui,482,0,,,,,,,,,,,
Fuchi Izakaya 泓居酒屋,$201-400,1714,229,0,Japanese,Tsim Sha Tsui,232,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,VIP Room,Phone Reservation,Reward Dining Points,TV Broadcast,Spot payment","6-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Empire City Roasted Duck 大都烤鴨,$101-200,36608,211,34,Shanghai,Tsim Sha Tsui,421,"Best Beijing, Sichuan, Shanghai Restaurant",1,150,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,Diners","Online Reservation,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Parking,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","5-min walk from Exit N4, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,4,3,3,3,16
T'ang Court 唐閣,$401-800,23170,209,11,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,316,0,1,182,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,JCB,OpenRice Pay,Others","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Parking,Phone Reservation,10% Service Charge,TV Broadcast,Spot payment","Exit C1/ L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
Deep Sea Oyster & Steak,$201-400,2027,185,1,International,Tsim Sha Tsui,190,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,AE","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Reward Dining Points,Delivery,10% Service Charge,Exclusive Online Booking,Spot payment","5-min walk from Exit D, Jordan MTR Station",4,4,4,4,4,20
Kuang Ye Ma Shen 狂野麻神麻辣火鍋,$201-400,5769,224,7,Taiwan,Tsim Sha Tsui,245,0,1,0,"Visa,Master,AlipayHK,Cash,AE,UnionPay,Apple Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,TV Broadcast","1-min walk from Exit H, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Chuan Po Po (Prat Avenue) 川婆婆 (寶勒巷),$201-400,22927,380,27,Sichuan,Tsim Sha Tsui,488,"Best Beijing, Sichuan, Shanghai Restaurant",5,0,"Visa,Master,AlipayHK,Alipay,Cash,WeChat Pay","Online Reservation,Alcoholic Drinks,Reward Dining Points,Delivery,10% Service Charge,Spot payment","3-min walk from Exit P3, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,3,3,3,16
Born Ga Korea Restaurant 本家韓國料理,$201-400,34308,98,20,Korean,Tsim Sha Tsui,173,0,1,200,"Visa,Master,Cash,AE,UnionPay","Online Reservation,May Bring Your Own Wine,Phone Reservation,Reward Dining Points,10% Service Charge","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,3,3,3,3,16
Pasticceria Giovanni Pina 1920 (K11 Musea),$101-200,13069,170,7,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Tsim Sha Tsui,219,0,4,0,"Visa,Master,AlipayHK,Alipay,Cash,OpenRice Pay","Online Reservation,Reward Dining Points,Exclusive Online Booking,Spot payment","2-min walk from Exit J, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
SPICE Restaurant & Bar,$201-400,15842,563,11,Indian,Tsim Sha Tsui,640,0,1,130,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay,Apple Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Phone Reservation,Delivery,10% Service Charge,Spot payment,Certified Halal Food","5-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Twelve Flavors (Hart Avenue) 十二味 (赫德道),$101-200,33699,318,13,Sichuan,Tsim Sha Tsui,403,Best Online Booking  Restaurant,,,,,,,,,,,
TEKKA (Hau Fook Street) ?火堂 (厚福街),$101-200,14227,246,22,Japanese,Tsim Sha Tsui,443,0,2,20,"Visa,Master,Cash,UnionPay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge","4-min walk from Exit B2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",3,3,3,3,3,15
川味辣蟹·串燒·烤魚·雞煲·專門店,$101-200,7208,221,5,Sichuan,Tsim Sha Tsui,240,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","6-min walk from Exit B1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
ODEA,$201-400,26208,113,5,French,Tsim Sha Tsui,159,0,1,0,"AlipayHK,Alipay,Cash,AE,OpenRice Pay","Online Reservation,Alcoholic Drinks,Outdoor Seating,Spot payment","3-min walk from Exit L5, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,3,19
香港小熊,Below $50,2389,154,1,Hong Kong Style,Tsim Sha Tsui,163,0,1,0,Cash,0,"2-min walk from Exit A1, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
Tagline Restaurant and Bar,$101-200,9370,147,0,Indian,Tsim Sha Tsui,161,0,1,0,"Visa,Master,Cash","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Delivery,10% Service Charge,Outdoor Seating,Exclusive Online Booking,Vegetarian","3-min walk from Exit N2, Tsim Sha Tsui / East Tsim Sha Tsui MTR Station",4,4,4,4,4,20
